,depth,nu_L,test_acc,test_accuracy,validation_accuracy,test_predictive_LL,validation_predictive_LL,lr,test_brier,validation_brier,train_time_one_epoch,size_train,size_validation,size_test,train_loss,test_accuracy_layer_0,test_accuracy_layer_1,test_accuracy_layer_2,test_accuracy_layer_3,test_accuracy_layer_4
0,4,1.935470938682556,,0.6591796875,0.625,-678.5953369140625,-684.810791015625,0.01,481.0526123046875,487.2434692382813,0.035161018371582,1024.0,1024.0,1024.0,1378.9567260742188,0.638671875,0.6455078125,0.6806640625,0.5048828125,0.4951171875
0,4,1.9334501028060915,,0.6669921875,0.6318359375,-663.1143188476562,-670.9816284179688,0.01,465.889892578125,473.6922302246094,0.0369477272033691,1024.0,1024.0,1024.0,1344.7716064453125,0.6044921875,0.6640625,0.658203125,0.6240234375,0.4951171875
0,4,1.9313852787017824,,0.662109375,0.6240234375,-647.978759765625,-658.8632202148438,0.01,451.7192993164063,462.4093933105469,0.0363404750823974,1024.0,1024.0,1024.0,1319.1669921875,0.6015625,0.6650390625,0.6513671875,0.62890625,0.5048828125
0,4,1.929327726364136,,0.6591796875,0.6171875,-633.750244140625,-649.2288818359375,0.01,439.16986083984375,454.2428588867188,0.0347909927368164,1024.0,1024.0,1024.0,1293.0626831054688,0.6162109375,0.6611328125,0.658203125,0.6474609375,0.5048828125
0,4,1.9272704124450684,,0.6533203125,0.619140625,-622.7220458984375,-643.5935668945312,0.01,430.711181640625,450.7936401367188,0.0368537902832031,1024.0,1024.0,1024.0,1273.799560546875,0.626953125,0.6611328125,0.6591796875,0.6455078125,0.5048828125
0,4,1.9253019094467163,,0.6650390625,0.6279296875,-613.7100830078125,-638.4017333984375,0.01,425.07757568359375,448.4685668945313,0.0357027053833007,1024.0,1024.0,1024.0,1256.807586669922,0.630859375,0.6611328125,0.666015625,0.6630859375,0.658203125
0,4,1.923579216003418,,0.6728515625,0.626953125,-606.8229370117188,-633.380859375,0.01,421.0296325683594,445.9088439941406,0.0348062515258789,1024.0,1024.0,1024.0,1242.0178833007812,0.6357421875,0.66015625,0.671875,0.6689453125,0.6328125
0,4,1.9221724271774288,,0.6767578125,0.6279296875,-600.966064453125,-628.0215454101562,0.01,416.9451293945313,442.2057495117188,0.0347270965576171,1024.0,1024.0,1024.0,1231.1436157226562,0.6455078125,0.6669921875,0.6748046875,0.669921875,0.6572265625
0,4,1.9211302995681765,,0.6767578125,0.625,-595.3253173828125,-623.2291259765625,0.01,412.7504577636719,438.7816162109375,0.0345978736877441,1024.0,1024.0,1024.0,1221.8810729980469,0.6484375,0.6689453125,0.677734375,0.673828125,0.669921875
0,4,1.9204788208007808,,0.6748046875,0.6298828125,-587.7825317382812,-614.6438598632812,0.01,407.3943176269531,432.3800048828125,0.0349829196929931,1024.0,1024.0,1024.0,1213.5145568847656,0.6484375,0.669921875,0.673828125,0.6611328125,0.6708984375
0,4,1.9202370643615725,,0.671875,0.6259765625,-577.92041015625,-603.4828491210938,0.01,398.74322509765625,422.5786743164063,0.0346028804779052,1024.0,1024.0,1024.0,1203.90283203125,0.646484375,0.66796875,0.671875,0.666015625,0.6728515625
0,4,1.920481562614441,,0.67578125,0.6279296875,-567.3272705078125,-592.3111572265625,0.01,389.1763916015625,412.5474548339844,0.0340785980224609,1024.0,1024.0,1024.0,1194.3405456542969,0.64453125,0.66796875,0.673828125,0.6826171875,0.673828125
0,4,1.921212077140808,,0.6796875,0.6337890625,-557.661865234375,-584.5880126953125,0.01,382.5780029296875,407.7077331542969,0.0346245765686035,1024.0,1024.0,1024.0,1184.4071044921875,0.6484375,0.669921875,0.6845703125,0.67578125,0.6796875
0,4,1.922438621520996,,0.6826171875,0.63671875,-548.220947265625,-576.3265380859375,0.01,376.448974609375,402.591796875,0.0346202850341796,1024.0,1024.0,1024.0,1174.4788513183594,0.6513671875,0.673828125,0.685546875,0.6865234375,0.681640625
0,4,1.9240741729736328,,0.685546875,0.63671875,-537.6578979492188,-565.381591796875,0.01,367.8346557617188,393.6475830078125,0.0346615314483642,1024.0,1024.0,1024.0,1164.5598754882812,0.6533203125,0.6689453125,0.6904296875,0.685546875,0.685546875
0,4,1.92610251903534,,0.6826171875,0.6416015625,-526.283447265625,-553.23828125,0.01,357.2223205566406,382.4261779785156,0.0354912281036376,1024.0,1024.0,1024.0,1153.59228515625,0.654296875,0.6669921875,0.693359375,0.6904296875,0.6728515625
0,4,1.9285105466842647,,0.6865234375,0.642578125,-513.8736572265625,-539.707275390625,0.01,346.4354858398437,370.5904846191406,0.0353062152862548,1024.0,1024.0,1024.0,1142.6359558105469,0.6572265625,0.6689453125,0.685546875,0.6787109375,0.6748046875
0,4,1.931210994720459,,0.6796875,0.646484375,-502.1908264160156,-527.7322387695312,0.01,337.379638671875,361.1519165039063,0.0347046852111816,1024.0,1024.0,1024.0,1134.033233642578,0.6552734375,0.6767578125,0.681640625,0.65625,0.658203125
0,4,1.9341483116149905,,0.689453125,0.642578125,-489.3724365234375,-516.828125,0.01,326.67938232421875,352.15399169921875,0.0348196029663085,1024.0,1024.0,1024.0,1122.06640625,0.6552734375,0.6787109375,0.6904296875,0.6826171875,0.6767578125
0,4,1.9372539520263672,,0.6865234375,0.6513671875,-476.6352233886719,-502.79827880859375,0.01,317.1047058105469,341.17303466796875,0.0346655845642089,1024.0,1024.0,1024.0,1109.8373413085938,0.6533203125,0.67578125,0.6767578125,0.6591796875,0.66015625
0,4,1.940523386001587,,0.6708984375,0.6240234375,-463.0911254882813,-490.062744140625,0.01,304.9329833984375,329.6247863769531,0.0345261096954345,1024.0,1024.0,1024.0,1098.3812866210938,0.654296875,0.67578125,0.7255859375,0.7001953125,0.75
0,4,1.9439094066619875,,0.6826171875,0.638671875,-447.684814453125,-474.735595703125,0.01,292.58612060546875,317.11328125,0.0338468551635742,1024.0,1024.0,1024.0,1086.1642761230469,0.6552734375,0.6728515625,0.728515625,0.7236328125,0.7431640625
0,4,1.947409629821777,,0.6865234375,0.6552734375,-430.76312255859375,-455.4479370117188,0.01,277.90008544921875,300.04296875,0.0337653160095214,1024.0,1024.0,1024.0,1072.555694580078,0.6552734375,0.6728515625,0.7890625,0.7998046875,0.814453125
0,4,1.951033115386963,,0.7734375,0.7431640625,-407.1092224121094,-432.2755737304688,0.01,255.3304443359375,277.7220458984375,0.0340559482574462,1024.0,1024.0,1024.0,1057.3830261230469,0.654296875,0.669921875,0.8623046875,0.865234375,0.8681640625
0,4,1.95482075214386,,0.8251953125,0.80078125,-383.5968933105469,-406.3435363769531,0.01,235.28662109375,255.1036376953125,0.0339295864105224,1024.0,1024.0,1024.0,1042.4572296142578,0.6552734375,0.6748046875,0.87109375,0.8837890625,0.884765625
0,4,1.9586951732635496,,0.8701171875,0.8359375,-362.42041015625,-386.5442504882813,0.01,218.53628540039065,239.3278961181641,0.0362894535064697,1024.0,1024.0,1024.0,1025.7759857177734,0.65234375,0.671875,0.8955078125,0.8974609375,0.896484375
0,4,1.9626259803771973,,0.8798828125,0.86328125,-347.3084716796875,-369.1286926269531,0.01,207.34201049804688,225.65663146972656,0.037595510482788,1024.0,1024.0,1024.0,1013.6471405029296,0.6513671875,0.669921875,0.8984375,0.8974609375,0.89453125
