,depth,nu_L,test_acc,test_accuracy,validation_accuracy,test_predictive_LL,validation_predictive_LL,lr,test_brier,validation_brier,train_time_one_epoch,size_train,size_validation,size_test,train_loss,test_accuracy_layer_0,test_accuracy_layer_1,test_accuracy_layer_2,test_accuracy_layer_3,test_accuracy_layer_4
0,4,1.93548595905304,,0.5078125,0.5205078125,-701.2935791015625,-699.3594360351562,0.01,503.6078186035156,501.6697998046875,0.0354154109954834,1024.0,1024.0,1024.0,1396.0809020996094,0.595703125,0.5498046875,0.5732421875,0.5078125,0.5078125
0,4,1.9335235357284544,,0.5546875,0.5966796875,-692.4733276367188,-691.0325927734375,0.01,494.9194946289063,493.4532470703125,0.0347118377685546,1024.0,1024.0,1024.0,1377.230987548828,0.58984375,0.583984375,0.5888671875,0.5078125,0.5078125
0,4,1.931607961654663,,0.59765625,0.6171875,-683.5158081054688,-683.2681274414062,0.01,486.1515502929688,485.8524169921875,0.0346529483795166,1024.0,1024.0,1024.0,1364.2218017578125,0.5947265625,0.6015625,0.591796875,0.5966796875,0.4921875
0,4,1.929724931716919,,0.619140625,0.6123046875,-675.8568115234375,-676.6023559570312,0.01,478.8880615234375,479.5401306152344,0.0345385074615478,1024.0,1024.0,1024.0,1354.6180725097656,0.5986328125,0.60546875,0.6064453125,0.5654296875,0.4921875
0,4,1.927863836288452,,0.61328125,0.615234375,-670.2886962890625,-671.5016479492188,0.01,473.8947143554688,474.9449157714844,0.0352838039398193,1024.0,1024.0,1024.0,1348.3006896972656,0.607421875,0.60546875,0.6171875,0.5947265625,0.4921875
0,4,1.9260876178741453,,0.626953125,0.623046875,-667.308349609375,-669.0223388671875,0.01,471.226806640625,472.7516784667969,0.0353243350982666,1024.0,1024.0,1024.0,1343.0407409667969,0.6064453125,0.611328125,0.62109375,0.6015625,0.560546875
0,4,1.924312114715576,,0.6328125,0.625,-664.4234619140625,-665.6131591796875,0.01,468.6529541015625,469.6409301757813,0.0352141857147216,1024.0,1024.0,1024.0,1340.3888549804688,0.609375,0.6240234375,0.623046875,0.6162109375,0.59765625
0,4,1.922635555267334,,0.62109375,0.62109375,-661.94189453125,-662.2457275390625,0.01,466.41064453125,466.509033203125,0.0347466468811035,1024.0,1024.0,1024.0,1336.6990661621094,0.6083984375,0.6201171875,0.6201171875,0.615234375,0.62109375
0,4,1.921116828918457,,0.6103515625,0.6337890625,-659.773193359375,-658.9346313476562,0.01,464.4851684570313,463.4331970214844,0.0346221923828125,1024.0,1024.0,1024.0,1333.7122497558594,0.609375,0.6181640625,0.623046875,0.6142578125,0.60546875
0,4,1.9197518825531008,,0.607421875,0.6318359375,-657.0423583984375,-656.0850830078125,0.01,462.28265380859375,461.09466552734375,0.0345017910003662,1024.0,1024.0,1024.0,1331.2336120605469,0.6103515625,0.6171875,0.615234375,0.609375,0.6064453125
