,depth,nu_L,test_acc,test_accuracy,validation_accuracy,test_predictive_LL,validation_predictive_LL,lr,test_brier,validation_brier,train_time_one_epoch,size_train,size_validation,size_test,train_loss,test_accuracy_layer_0,test_accuracy_layer_1,test_accuracy_layer_2,test_accuracy_layer_3,test_accuracy_layer_4
0,4,1.9355614185333248,,0.52734375,0.5419921875,-707.944580078125,-706.83740234375,0.01,510.1646728515625,509.0587463378906,0.0357739925384521,1024.0,1024.0,1024.0,1453.323760986328,0.54296875,0.5380859375,0.494140625,0.505859375,0.505859375
0,4,1.933850765228272,,0.546875,0.55859375,-706.2487182617188,-704.44287109375,0.01,508.470458984375,506.6665649414063,0.0347049236297607,1024.0,1024.0,1024.0,1430.929443359375,0.5595703125,0.5498046875,0.494140625,0.505859375,0.525390625
0,4,1.9321606159210205,,0.5458984375,0.5673828125,-705.5910034179688,-703.1055908203125,0.01,507.8215942382813,505.3431396484375,0.0346643924713134,1024.0,1024.0,1024.0,1418.378662109375,0.5498046875,0.552734375,0.505859375,0.5458984375,0.505859375
0,4,1.9304850101470947,,0.5537109375,0.5673828125,-704.7538452148438,-701.5531005859375,0.01,506.99505615234375,503.8069763183594,0.0341076850891113,1024.0,1024.0,1024.0,1410.767120361328,0.5478515625,0.552734375,0.505859375,0.521484375,0.505859375
0,4,1.9286417961120603,,0.5302734375,0.55859375,-703.256103515625,-699.2557373046875,0.01,505.50982666015625,501.5262145996094,0.0342676639556884,1024.0,1024.0,1024.0,1405.5330810546875,0.55859375,0.552734375,0.505859375,0.5322265625,0.505859375
0,4,1.926756501197815,,0.5556640625,0.583984375,-701.573974609375,-696.7589111328125,0.01,503.8464660644531,499.0530395507813,0.0346031188964843,1024.0,1024.0,1024.0,1400.779815673828,0.5576171875,0.5576171875,0.53515625,0.5341796875,0.505859375
0,4,1.92484712600708,,0.5439453125,0.5751953125,-700.5181884765625,-694.735595703125,0.01,502.81939697265625,497.0682373046875,0.0346806049346923,1024.0,1024.0,1024.0,1397.1639404296875,0.55859375,0.5546875,0.53515625,0.53125,0.505859375
0,4,1.922858476638794,,0.5439453125,0.5732421875,-700.1885986328125,-693.1262817382812,0.01,502.5255432128906,495.514892578125,0.0384542942047119,1024.0,1024.0,1024.0,1395.4021606445312,0.5576171875,0.5400390625,0.5546875,0.52734375,0.54296875
0,4,1.9210398197174072,,0.533203125,0.5751953125,-699.822265625,-691.8482666015625,0.01,502.2020263671875,494.30078125,0.0363283157348632,1024.0,1024.0,1024.0,1393.084442138672,0.5556640625,0.5361328125,0.5439453125,0.5361328125,0.546875
0,4,1.9193298816680908,,0.5361328125,0.5673828125,-699.9434204101562,-690.9872436523438,0.01,502.3669738769531,493.5128173828125,0.0352070331573486,1024.0,1024.0,1024.0,1391.3050231933594,0.55078125,0.5341796875,0.5419921875,0.546875,0.5341796875
