,depth,nu_L,test_acc,test_accuracy,validation_accuracy,test_predictive_LL,validation_predictive_LL,lr,test_brier,validation_brier,train_time_one_epoch,size_train,size_validation,size_test,train_loss,test_accuracy_layer_0,test_accuracy_layer_1,test_accuracy_layer_2,test_accuracy_layer_3,test_accuracy_layer_4
0,4,1.939107894897461,,0.4345703125,0.455078125,-709.9507446289062,-709.1896362304688,0.01,512.1680908203125,511.4073181152344,0.0349047183990478,1024.0,1024.0,1024.0,1572.6963806152344,0.4033203125,0.521484375,0.5078125,0.4921875,0.4921875
0,4,1.938045740127564,,0.5322265625,0.5556640625,-704.0994873046875,-703.0506591796875,0.01,506.3228454589844,505.27435302734375,0.0341980457305908,1024.0,1024.0,1024.0,1539.1159057617188,0.4052734375,0.5966796875,0.5078125,0.5595703125,0.5078125
0,4,1.9362152814865112,,0.5673828125,0.5888671875,-699.15283203125,-698.0823974609375,0.01,501.3943786621094,500.3227844238281,0.0342695713043212,1024.0,1024.0,1024.0,1510.4058532714844,0.40625,0.578125,0.5654296875,0.6083984375,0.5078125
0,4,1.9341171979904173,,0.6064453125,0.626953125,-693.775390625,-693.0604248046875,0.01,496.0435485839844,495.32470703125,0.0346288681030273,1024.0,1024.0,1024.0,1485.070770263672,0.408203125,0.6181640625,0.6015625,0.6015625,0.5078125
0,4,1.931870460510254,,0.6025390625,0.6201171875,-687.8065795898438,-687.57958984375,0.01,490.1365966796875,489.90185546875,0.0346393585205078,1024.0,1024.0,1024.0,1463.164093017578,0.408203125,0.609375,0.6044921875,0.61328125,0.6044921875
0,4,1.9295477867126465,,0.6103515625,0.6201171875,-681.2906494140625,-681.373046875,0.01,483.7720642089844,483.835693359375,0.0355253219604492,1024.0,1024.0,1024.0,1442.4166259765625,0.40625,0.6103515625,0.6025390625,0.6142578125,0.5859375
0,4,1.927170395851136,,0.6025390625,0.6181640625,-674.0209350585938,-673.6297607421875,0.01,476.8809509277344,476.4359130859375,0.0352876186370849,1024.0,1024.0,1024.0,1423.666961669922,0.3935546875,0.6123046875,0.599609375,0.603515625,0.6123046875
0,4,1.924818992614746,,0.603515625,0.625,-667.875,-667.0137939453125,0.01,471.2830200195313,470.31298828125,0.0352914333343505,1024.0,1024.0,1024.0,1407.13330078125,0.4189453125,0.6123046875,0.609375,0.6083984375,0.609375
0,4,1.9225389957427976,,0.6103515625,0.6240234375,-662.6031494140625,-662.0419921875,0.01,466.6774597167969,465.935546875,0.0347869396209716,1024.0,1024.0,1024.0,1393.7170104980469,0.5078125,0.61328125,0.60546875,0.6162109375,0.6123046875
0,4,1.920418620109558,,0.6142578125,0.6298828125,-658.5066528320312,-659.0130004882812,0.01,463.17822265625,463.4468078613281,0.0346009731292724,1024.0,1024.0,1024.0,1381.9514770507812,0.5849609375,0.6171875,0.6171875,0.626953125,0.615234375
0,4,1.9184768199920648,,0.6181640625,0.6318359375,-655.3093872070312,-655.6478271484375,0.01,460.68560791015625,460.7117919921875,0.03590989112854,1024.0,1024.0,1024.0,1372.5984802246094,0.57421875,0.611328125,0.6279296875,0.625,0.6171875
0,4,1.916817545890808,,0.6171875,0.6318359375,-653.0703735351562,-653.37841796875,0.01,459.1458129882813,459.0696716308594,0.0354988574981689,1024.0,1024.0,1024.0,1365.4264831542969,0.5830078125,0.6123046875,0.6279296875,0.61328125,0.625
0,4,1.9152417182922363,,0.6279296875,0.6318359375,-650.9893188476562,-651.73779296875,0.01,457.5743103027344,457.888427734375,0.0355579853057861,1024.0,1024.0,1024.0,1360.6780700683594,0.580078125,0.61328125,0.6240234375,0.6201171875,0.6240234375
0,4,1.9138492345809937,,0.6142578125,0.6337890625,-648.8027954101562,-647.888671875,0.01,456.3288269042969,454.8595581054688,0.0360529422760009,1024.0,1024.0,1024.0,1353.5945129394531,0.578125,0.6123046875,0.619140625,0.61328125,0.62109375
0,4,1.9125189781188965,,0.6220703125,0.63671875,-646.7803955078125,-646.4907836914062,0.01,454.2599487304688,453.4285278320313,0.0378787517547607,1024.0,1024.0,1024.0,1348.5465087890625,0.58203125,0.615234375,0.6181640625,0.6240234375,0.619140625
0,4,1.9114234447479248,,0.6279296875,0.6328125,-644.6141967773438,-646.0636596679688,0.01,452.6041870117188,453.4674072265625,0.0363256931304931,1024.0,1024.0,1024.0,1343.7370300292969,0.5830078125,0.6142578125,0.6259765625,0.6142578125,0.6005859375
0,4,1.9104712009429927,,0.6298828125,0.6357421875,-641.7808837890625,-642.84033203125,0.01,450.595703125,450.9803466796875,0.0352661609649658,1024.0,1024.0,1024.0,1338.0823974609375,0.587890625,0.6162109375,0.623046875,0.630859375,0.62109375
0,4,1.909728527069092,,0.6298828125,0.63671875,-638.98486328125,-639.9908447265625,0.01,448.3375244140625,448.5992126464844,0.0348007678985595,1024.0,1024.0,1024.0,1333.3033752441406,0.58984375,0.6162109375,0.625,0.625,0.6201171875
0,4,1.9093698263168333,,0.6328125,0.6318359375,-635.6810302734375,-638.0964965820312,0.01,445.852783203125,447.4210205078125,0.0353679656982421,1024.0,1024.0,1024.0,1328.509796142578,0.5888671875,0.6181640625,0.6259765625,0.623046875,0.5830078125
0,4,1.9092671871185305,,0.6328125,0.6318359375,-632.4552001953125,-635.7655639648438,0.01,443.30859375,445.6997985839844,0.0342392921447753,1024.0,1024.0,1024.0,1324.4615173339844,0.5947265625,0.62109375,0.6259765625,0.611328125,0.591796875
0,4,1.9094767570495603,,0.630859375,0.638671875,-629.5120849609375,-631.2180786132812,0.01,441.3846130371094,442.0832824707031,0.0346608161926269,1024.0,1024.0,1024.0,1319.6306762695312,0.59375,0.615234375,0.634765625,0.6357421875,0.59375
0,4,1.9101502895355225,,0.6318359375,0.6396484375,-625.9207153320312,-628.5570068359375,0.01,437.91650390625,439.5197143554688,0.0346317291259765,1024.0,1024.0,1024.0,1315.7229919433594,0.599609375,0.6142578125,0.6337890625,0.626953125,0.5986328125
0,4,1.911243915557861,,0.62890625,0.6240234375,-622.6060180664062,-626.228515625,0.01,436.0851440429688,438.5664367675781,0.0347990989685058,1024.0,1024.0,1024.0,1312.013702392578,0.6025390625,0.6162109375,0.623046875,0.5947265625,0.6064453125
0,4,1.912732720375061,,0.6279296875,0.634765625,-619.5210571289062,-622.31787109375,0.01,433.6734619140625,435.2630615234375,0.0357053279876709,1024.0,1024.0,1024.0,1308.2556762695312,0.6005859375,0.619140625,0.6259765625,0.6259765625,0.5908203125
0,4,1.914579391479492,,0.630859375,0.6357421875,-616.3839111328125,-619.2959594726562,0.01,431.0255126953125,432.687255859375,0.0353283882141113,1024.0,1024.0,1024.0,1304.84716796875,0.59765625,0.6240234375,0.625,0.6259765625,0.6044921875
0,4,1.9167768955230715,,0.62890625,0.6259765625,-612.8895874023438,-616.5368041992188,0.01,428.03851318359375,430.4043273925781,0.0347809791564941,1024.0,1024.0,1024.0,1301.684600830078,0.59765625,0.6259765625,0.6240234375,0.599609375,0.6572265625
0,4,1.9192674160003664,,0.625,0.6259765625,-609.57080078125,-613.255126953125,0.01,425.94964599609375,428.2501831054688,0.0346913337707519,1024.0,1024.0,1024.0,1299.2787475585938,0.6005859375,0.623046875,0.623046875,0.5947265625,0.650390625
0,4,1.9220553636550903,,0.6259765625,0.6298828125,-606.2994384765625,-609.775146484375,0.01,422.6446838378906,424.7369689941406,0.0356447696685791,1024.0,1024.0,1024.0,1295.1404113769531,0.6025390625,0.6279296875,0.6240234375,0.6201171875,0.6611328125
