,0,2,4,6,8,10,12,14,16,18,20
0,63.8125,61.125,45.6875,41.0,41.0625,33.875,36.1875,35.125,33.6875,33.25,33.125
1,63.5625,61.0,48.1875,40.625,38.6875,36.625,35.0,35.6875,35.4375,32.4375,32.4375
2,63.8125,59.3125,47.0,38.3125,40.1875,38.4375,32.75,31.9375,35.4375,31.9375,32.4375
3,63.8125,61.5625,44.8125,38.5,40.5625,36.5,34.9375,32.0625,36.0625,34.5625,30.0
4,63.3125,59.6875,44.75,39.4375,36.6875,38.375,35.125,35.875,34.3125,33.6875,34.1875
