,depth,nu_L,test_acc,test_accuracy,validation_accuracy,test_predictive_LL,validation_predictive_LL,lr,test_brier,validation_brier,train_time_one_epoch,size_train,size_validation,size_test,train_loss,test_accuracy_layer_0,test_accuracy_layer_1,test_accuracy_layer_2,test_accuracy_layer_3,test_accuracy_layer_4,test_accuracy_layer_5,test_accuracy_layer_6,test_accuracy_layer_7,test_accuracy_layer_8,test_accuracy_layer_9,test_accuracy_layer_10
0,3,1.4007484912872314,,0.8041,0.829,-6054.3017578125,-527.0243530273438,0.1,2828.08251953125,242.80165100097656,1.1233625411987305,5000.0,1000.0,10000.0,0.9050839011427724,0.7521,0.8056,0.8,0.8064,,,,,,,
0,3,1.4192273616790771,,0.7884,0.796,-6191.14697265625,-613.945068359375,0.1,3052.540283203125,295.53240966796875,0.9952058792114258,5000.0,1000.0,10000.0,0.9608917289142368,0.705,0.7831,0.7897,0.7954,,,,,,,
0,3,1.4375609159469604,,0.8245,0.844,-5318.43310546875,-474.7787780761719,0.1,2524.9912109375,226.1566162109375,0.9905390739440918,5000.0,1000.0,10000.0,1.010844570171984,0.7803,0.8205,0.8262,0.8258,,,,,,,
0,3,1.4392368793487549,,0.8147,0.838,-5419.72412109375,-506.24224853515625,0.1,2673.846923828125,241.4703369140625,1.0040440559387207,5000.0,1000.0,10000.0,0.8219785033902035,0.7762,0.8123,0.8172,0.8206,,,,,,,
0,3,1.4225469827651978,,0.7856,0.806,-6622.95458984375,-625.7269897460938,0.1,3053.10009765625,276.8885803222656,1.0641989707946775,5000.0,1000.0,10000.0,0.7807817451561554,0.797,0.7883,0.7808,0.7833,,,,,,,
0,3,1.444634199142456,,0.8063,0.796,-5765.30908203125,-589.169189453125,0.1,2806.550048828125,284.82879638671875,0.9879088401794434,5000.0,1000.0,10000.0,0.8594416421425494,0.7573,0.8043,0.8077,0.813,,,,,,,
0,3,1.4659664630889893,,0.8287,0.844,-4916.7451171875,-456.4277038574219,0.1,2421.36376953125,222.1206970214844,0.9979972839355468,5000.0,1000.0,10000.0,0.8408153385301179,0.7994,0.8271,0.8319,0.8288,,,,,,,
0,3,1.4613361358642578,,0.8059,0.803,-5726.66845703125,-570.354736328125,0.1,2813.00732421875,279.7313232421875,0.9912674427032472,5000.0,1000.0,10000.0,0.7691702782353268,0.7504,0.8021,0.8099,0.8127,,,,,,,
0,3,1.4929746389389038,,0.8235,0.84,-5307.1064453125,-523.317138671875,0.1,2582.28125,239.1211700439453,1.0355627536773682,5000.0,1000.0,10000.0,0.8698400764525691,0.8096,0.8202,0.8245,0.8246,,,,,,,
0,3,1.4847350120544434,,0.8096,0.838,-5574.798828125,-508.7378845214844,0.1,2726.77978515625,232.6555328369141,1.1028709411621094,5000.0,1000.0,10000.0,0.7548430897767031,0.7936,0.8089,0.8094,0.8097,,,,,,,
0,3,1.5152335166931152,,0.8175,0.839,-5292.09716796875,-502.8493041992188,0.1,2570.310546875,232.88385009765625,1.053349256515503,5000.0,1000.0,10000.0,0.830379315569431,0.7885,0.8165,0.8221,0.8267,,,,,,,
0,3,1.493011713027954,,0.8173,0.834,-5684.35986328125,-521.7606811523438,0.1,2648.8740234375,234.3397521972656,1.056745529174805,5000.0,1000.0,10000.0,0.7617135866533352,0.8076,0.8173,0.8178,0.8175,,,,,,,
0,3,1.4771287441253662,,0.7818,0.803,-6924.06396484375,-629.9000244140625,0.1,3108.3046875,278.30438232421875,1.050567865371704,5000.0,1000.0,10000.0,0.8100016905537134,0.8072,0.7828,0.7804,0.7852,,,,,,,
0,3,1.486649751663208,,0.8121,0.83,-5732.8193359375,-531.517822265625,0.1,2740.568603515625,246.022689819336,1.2382335662841797,5000.0,1000.0,10000.0,0.7750766718689399,0.8069,0.8124,0.8093,0.8132,,,,,,,
0,3,1.483452081680298,,0.8327,0.841,-5437.32080078125,-478.0510864257813,0.1,2487.01904296875,227.1180725097656,1.0217528343200684,5000.0,1000.0,10000.0,0.7893425942976263,0.8133,0.8325,0.8331,0.8325,,,,,,,
0,3,1.4877901077270508,,0.8188,0.844,-5636.56298828125,-534.6189575195312,0.1,2645.12109375,237.4955139160156,0.9788901805877686,5000.0,1000.0,10000.0,0.7026099407974677,0.8099,0.818,0.82,0.8215,,,,,,,
0,3,1.4640765190124512,,0.7752,0.787,-6703.359375,-642.1240234375,0.1,3193.2138671875,297.28662109375,1.1736013889312744,5000.0,1000.0,10000.0,0.753307968378067,0.7414,0.7728,0.7778,0.785,,,,,,,
0,3,1.4836530685424805,,0.8267,0.838,-5871.857421875,-527.6295776367188,0.1,2645.382568359375,239.08157348632807,1.1873250007629397,5000.0,1000.0,10000.0,0.9114520172529584,0.8092,0.8266,0.8265,0.8272,,,,,,,
0,3,1.4729852676391602,,0.8182,0.855,-5941.70361328125,-498.25531005859375,0.1,2690.505859375,221.5727386474609,1.1845145225524902,5000.0,1000.0,10000.0,0.7504047095021115,0.7524,0.8146,0.8201,0.8201,,,,,,,
0,3,1.4519336223602295,,0.8227,0.847,-5600.244140625,-503.3894653320313,0.1,2586.393798828125,225.2939910888672,1.1730177402496338,5000.0,1000.0,10000.0,0.8665651961972441,0.7788,0.8195,0.8247,0.8257,,,,,,,
0,3,1.4814413785934448,,0.8271,0.845,-5258.7958984375,-464.4020080566406,0.1,2484.0439453125,222.979248046875,1.1945831775665283,5000.0,1000.0,10000.0,0.8512273102621489,0.711,0.8269,0.8247,0.8236,,,,,,,
0,3,1.526371955871582,,0.8121,0.831,-5902.34130859375,-533.6861572265625,0.1,2749.576904296875,257.6333923339844,1.183490514755249,5000.0,1000.0,10000.0,0.8898647902887079,0.791,0.808,0.8138,0.8148,,,,,,,
0,3,1.5071550607681274,,0.8237,0.834,-5530.6259765625,-517.3810424804688,0.1,2566.256591796875,243.3450927734375,1.1471474170684814,5000.0,1000.0,10000.0,0.8054501855675178,0.804,0.8223,0.8247,0.8231,,,,,,,
0,3,1.487532138824463,,0.8271,0.831,-5876.7685546875,-537.539306640625,0.1,2595.378662109375,243.75421142578125,0.9917521476745604,5000.0,1000.0,10000.0,0.6771082040629809,0.7951,0.8284,0.8247,0.8219,,,,,,,
0,3,1.4648175239562988,,0.8316,0.865,-5303.54296875,-467.27349853515625,0.1,2457.109619140625,204.1085968017578,1.026047706604004,5000.0,1000.0,10000.0,0.7116413606873041,0.8019,0.8287,0.8317,0.8336,,,,,,,
0,3,1.4804589748382568,,0.7927,0.807,-6736.29052734375,-630.1483764648438,0.1,3025.094970703125,276.6524658203125,1.035140037536621,5000.0,1000.0,10000.0,0.7434616937667509,0.7639,0.789,0.795,0.7951,,,,,,,
0,3,1.464174747467041,,0.8231,0.818,-5979.1123046875,-568.5337524414062,0.1,2689.661376953125,262.2623596191406,1.0311493873596191,5000.0,1000.0,10000.0,0.8406134840053848,0.7822,0.8236,0.823,0.8218,,,,,,,
0,3,1.4939444065093994,,0.8285,0.852,-5499.36083984375,-480.302490234375,0.1,2522.497802734375,219.4551239013672,1.0444302558898926,5000.0,1000.0,10000.0,0.8299498512775083,0.8101,0.8264,0.8315,0.8317,,,,,,,
0,3,1.4532930850982666,,0.8136,0.838,-5955.490234375,-486.8858947753906,0.1,2738.699951171875,232.53375244140625,1.1460747718811035,5000.0,1000.0,10000.0,0.7572671642786339,0.7486,0.8115,0.8165,0.8194,,,,,,,
0,3,1.4659795761108398,,0.7984,0.823,-6213.17333984375,-561.787841796875,0.1,2869.9541015625,254.47683715820312,1.1677579879760742,5000.0,1000.0,10000.0,0.7816195114503933,0.7848,0.7952,0.8056,0.8097,,,,,,,
0,3,1.512819766998291,,0.7986,0.835,-7058.23583984375,-575.8024291992188,0.1,3040.4775390625,253.228744506836,1.199967384338379,5000.0,1000.0,10000.0,0.8140245574184611,0.7071,0.8002,0.7949,0.7976,,,,,,,
0,3,1.509904146194458,,0.8198,0.828,-5998.69677734375,-549.5814819335938,0.1,2708.23681640625,248.7694702148437,1.186943769454956,5000.0,1000.0,10000.0,0.9054718726797948,0.8028,0.8202,0.8169,0.8174,,,,,,,
0,3,1.51926589012146,,0.8001,0.821,-6422.021484375,-605.64306640625,0.1,2974.0458984375,275.920654296875,1.187702178955078,5000.0,1000.0,10000.0,0.7519118352026879,0.7998,0.8001,0.799,0.7993,,,,,,,
0,3,1.5358474254608154,,0.8176,0.821,-5929.21484375,-561.6473999023438,0.1,2703.861083984375,259.1450500488281,1.184727668762207,5000.0,1000.0,10000.0,0.7044944917853875,0.7914,0.8173,0.8185,0.8171,,,,,,,
0,3,1.5194270610809326,,0.8218,0.829,-6102.12939453125,-573.9566040039062,0.1,2707.62109375,260.9472961425781,1.17604660987854,5000.0,1000.0,10000.0,0.6887192288531533,0.7911,0.8197,0.8237,0.8246,,,,,,,
0,3,1.530768871307373,,0.8335,0.85,-5850.06982421875,-514.029296875,0.1,2535.431396484375,221.6060485839844,1.1920971870422363,5000.0,1000.0,10000.0,0.6773873478928699,0.8039,0.8309,0.834,0.834,,,,,,,
0,3,1.533230543136597,,0.8207,0.832,-5801.4921875,-549.6738891601562,0.1,2644.136962890625,252.1406097412109,1.1740663051605225,5000.0,1000.0,10000.0,0.693328126321865,0.7805,0.8211,0.8189,0.8208,,,,,,,
0,3,1.457023024559021,,0.8107,0.817,-6828.8466796875,-639.3474731445312,0.1,2909.958251953125,285.785400390625,1.1669268608093262,5000.0,1000.0,10000.0,0.7289818744116192,0.811,0.8121,0.8087,0.8102,,,,,,,
0,3,1.5052536725997925,,0.8057,0.822,-6723.5654296875,-645.2008666992188,0.1,2894.2802734375,275.52203369140625,1.167586088180542,5000.0,1000.0,10000.0,0.8587854104706004,0.7995,0.808,0.8027,0.8052,,,,,,,
0,3,1.5814695358276367,,0.8002,0.826,-5782.16259765625,-530.007568359375,0.1,2805.9814453125,253.4501800537109,1.1774239540100098,5000.0,1000.0,10000.0,0.8605693322193774,0.7855,0.7928,0.807,0.8078,,,,,,,
0,3,1.5843170881271362,,0.7514,0.764,-7291.8994140625,-690.2897338867188,0.1,3581.229736328125,333.77783203125,1.189175367355347,5000.0,1000.0,10000.0,0.7378012458734875,0.6995,0.7443,0.7601,0.768,,,,,,,
0,3,1.6201518774032593,,0.8261,0.847,-5229.51611328125,-484.6631774902344,0.1,2526.87255859375,230.1141357421875,1.1772539615631104,5000.0,1000.0,10000.0,0.7976812750478334,0.7468,0.8195,0.8297,0.831,,,,,,,
0,3,1.5896269083023071,,0.8223,0.844,-5844.4775390625,-519.2130737304688,0.1,2665.799560546875,232.5096435546875,1.0234801769256592,5000.0,1000.0,10000.0,0.7409779833087439,0.7358,0.8204,0.8215,0.8236,,,,,,,
0,3,1.562081813812256,,0.8168,0.84,-6251.81494140625,-541.88427734375,0.1,2759.94140625,233.84567260742188,1.0076651573181152,5000.0,1000.0,10000.0,0.8242939499360097,0.8057,0.815,0.8162,0.8185,,,,,,,
0,3,1.5533894300460815,,0.7965,0.813,-6602.21630859375,-632.9404296875,0.1,3016.630615234375,285.3204650878906,0.990574598312378,5000.0,1000.0,10000.0,0.7683856279789647,0.7872,0.7959,0.7977,0.795,,,,,,,
0,3,1.5466392040252686,,0.8038,0.807,-6541.060546875,-653.7088012695312,0.1,2958.19677734375,293.1872863769531,0.995262861251831,5000.0,1000.0,10000.0,0.7586120766929433,0.7726,0.8057,0.7982,0.8008,,,,,,,
0,3,1.609351396560669,,0.7982,0.817,-5810.357421875,-561.026611328125,0.1,2880.091552734375,273.1280822753906,0.9789011478424072,5000.0,1000.0,10000.0,0.7959047491791882,0.8073,0.7974,0.7969,0.7974,,,,,,,
0,3,1.5945733785629272,,0.8226,0.835,-5278.4267578125,-497.4826354980469,0.1,2526.894287109375,235.5684051513672,0.9758992195129396,5000.0,1000.0,10000.0,0.7476562846310532,0.7834,0.8235,0.8216,0.8204,,,,,,,
0,3,1.6056766510009766,,0.8287,0.847,-5794.81201171875,-527.8880004882812,0.1,2594.4130859375,233.111572265625,1.038785457611084,5000.0,1000.0,10000.0,0.8980404855329779,0.7925,0.8286,0.8269,0.8278,,,,,,,
0,3,1.6019786596298218,,0.8066,0.81,-6686.482421875,-673.0311279296875,0.1,2929.478515625,289.94549560546875,1.1527023315429688,5000.0,1000.0,10000.0,0.8130322415617448,0.7851,0.8081,0.8022,0.8015,,,,,,,
0,3,1.600003361701965,,0.8162,0.833,-5473.38916015625,-515.2359619140625,0.1,2608.60791015625,243.97853088378903,1.2260656356811523,5000.0,1000.0,10000.0,0.7154052385801002,0.7856,0.8157,0.8158,0.8153,,,,,,,
0,3,1.591054916381836,,0.7896,0.814,-6533.07958984375,-594.5619506835938,0.1,3071.93212890625,270.7414245605469,1.2161004543304443,5000.0,1000.0,10000.0,0.7558357602433313,0.8171,0.7891,0.79,0.7933,,,,,,,
0,3,1.5731695890426636,,0.819,0.83,-5681.267578125,-540.8477783203125,0.1,2685.929931640625,248.85870361328125,0.9947786331176758,5000.0,1000.0,10000.0,0.7699684530873842,0.8115,0.8195,0.8174,0.8193,,,,,,,
0,3,1.5729118585586548,,0.8169,0.831,-5737.212890625,-540.810302734375,0.1,2655.588623046875,241.7468719482422,0.9838838577270508,5000.0,1000.0,10000.0,0.7716621711284299,0.8142,0.8156,0.813,0.817,,,,,,,
0,3,1.5761154890060425,,0.8284,0.843,-5705.359375,-500.4250793457031,0.1,2558.496337890625,226.61297607421875,1.0087919235229492,5000.0,1000.0,10000.0,0.7308490695078161,0.7777,0.823,0.8307,0.8308,,,,,,,
0,3,1.5805480480194092,,0.8045,0.816,-6244.62939453125,-625.3595581054688,0.1,2879.924072265625,278.8042907714844,0.9843413829803468,5000.0,1000.0,10000.0,0.7133744359016418,0.788,0.8042,0.8028,0.8019,,,,,,,
0,3,1.5872423648834229,,0.8095,0.828,-6438.55224609375,-562.7792358398438,0.1,2884.3427734375,251.78976440429688,1.0486586093902588,5000.0,1000.0,10000.0,0.6909874341910398,0.7466,0.8097,0.8072,0.8078,,,,,,,
0,3,1.5994067192077637,,0.8288,0.849,-6033.65771484375,-519.0458374023438,0.1,2599.97412109375,228.4464569091797,1.208047866821289,5000.0,1000.0,10000.0,0.6968023543116413,0.782,0.8314,0.8283,0.8296,,,,,,,
0,3,1.5722185373306274,,0.8063,0.833,-6211.0341796875,-520.5403442382812,0.1,2793.392578125,242.4754180908203,1.1745574474334717,5000.0,1000.0,10000.0,0.8030728395981125,0.7903,0.8018,0.808,0.8092,,,,,,,
0,3,1.5565812587738037,,0.8151,0.816,-6378.830078125,-588.2380981445312,0.1,2799.10400390625,256.1329040527344,1.2428841590881348,5000.0,1000.0,10000.0,0.7414972246447696,0.7491,0.8131,0.8095,0.8109,,,,,,,
0,3,1.523195505142212,,0.8286,0.846,-5588.06591796875,-525.9249267578125,0.1,2559.597900390625,233.5288848876953,1.193305730819702,5000.0,1000.0,10000.0,0.773710710715644,0.8209,0.8277,0.8288,0.8283,,,,,,,
0,3,1.5364937782287598,,0.806,0.832,-6623.27392578125,-591.3653564453125,0.1,2947.446533203125,260.8742370605469,1.1977193355560305,5000.0,1000.0,10000.0,0.6634656507757646,0.7929,0.8057,0.8036,0.8043,,,,,,,
0,3,1.569019436836243,,0.8222,0.827,-5797.33056640625,-556.77978515625,0.1,2632.91357421875,244.6747436523437,1.2823238372802734,5000.0,1000.0,10000.0,0.8121162777460074,0.7958,0.8222,0.8204,0.8216,,,,,,,
0,3,1.5912787914276123,,0.8061,0.823,-6137.69384765625,-562.9452514648438,0.1,2825.67822265625,256.6344299316406,1.3440449237823486,5000.0,1000.0,10000.0,0.7346838361854795,0.7515,0.8047,0.809,0.808,,,,,,,
0,3,1.60362708568573,,0.8281,0.849,-5887.18115234375,-520.9359741210938,0.1,2581.763916015625,227.64743041992188,1.2532069683074951,5000.0,1000.0,10000.0,0.7249719945690299,0.7934,0.8267,0.8287,0.8284,,,,,,,
0,3,1.597266674041748,,0.828,0.84,-5766.7451171875,-531.8626098632812,0.1,2574.840576171875,237.8450927734375,1.2274456024169922,5000.0,1000.0,10000.0,0.8222604771203632,0.7328,0.827,0.8288,0.8294,,,,,,,
0,3,1.5496888160705566,,0.8204,0.836,-5829.77392578125,-497.7240295410156,0.1,2662.201416015625,230.33901977539065,1.1983394622802734,5000.0,1000.0,10000.0,1.07649032413205,0.7909,0.82,0.8204,0.8239,,,,,,,
0,3,1.5696566104888916,,0.822,0.833,-5651.0517578125,-484.2405700683594,0.1,2619.97265625,227.484375,1.1758785247802734,5000.0,1000.0,10000.0,0.691540319519707,0.776,0.8189,0.819,0.8184,,,,,,,
0,3,1.5934382677078247,,0.8328,0.846,-5777.47314453125,-523.4487915039062,0.1,2536.062744140625,230.6354217529297,1.1907472610473633,5000.0,1000.0,10000.0,0.6681836353072638,0.7563,0.8319,0.8311,0.8323,,,,,,,
0,3,1.6094770431518557,,0.8158,0.831,-6190.81298828125,-584.2760620117188,0.1,2725.6611328125,253.4904937744141,1.2396433353424072,5000.0,1000.0,10000.0,0.716052735908122,0.7879,0.8135,0.8189,0.8197,,,,,,,
0,3,1.6258023977279663,,0.817,0.833,-6042.6328125,-530.01025390625,0.1,2727.525390625,242.0123443603516,1.17818021774292,5000.0,1000.0,10000.0,0.826259118092211,0.764,0.8158,0.8163,0.8212,,,,,,,
0,3,1.6283756494522097,,0.8295,0.84,-6260.94482421875,-588.951904296875,0.1,2648.14111328125,248.4178466796875,1.2297868728637695,5000.0,1000.0,10000.0,0.6266253537769559,0.7867,0.8322,0.8244,0.8232,,,,,,,
0,3,1.6265144348144531,,0.8314,0.846,-5980.490234375,-537.4061889648438,0.1,2536.20263671875,229.93035888671875,1.1780314445495603,5000.0,1000.0,10000.0,0.6770114027246644,0.783,0.8318,0.8311,0.8328,,,,,,,
0,3,1.6326805353164673,,0.8215,0.847,-5973.00830078125,-559.9694213867188,0.1,2678.3955078125,232.70884704589844,1.186901569366455,5000.0,1000.0,10000.0,0.8374712550187413,0.807,0.8178,0.822,0.8226,,,,,,,
0,3,1.6038939952850342,,0.8212,0.827,-5908.85595703125,-551.3343505859375,0.1,2658.020263671875,253.03419494628903,1.0525944232940674,5000.0,1000.0,10000.0,0.7968184084077424,0.7936,0.8183,0.8209,0.8212,,,,,,,
0,3,1.590661644935608,,0.8058,0.826,-6826.62744140625,-632.9900512695312,0.1,2939.125244140625,268.3809509277344,1.0446617603302002,5000.0,1000.0,10000.0,0.655854781217213,0.76,0.8006,0.8069,0.8077,,,,,,,
0,3,1.587096929550171,,0.803,0.817,-6115.986328125,-555.6132202148438,0.1,2831.171875,256.9457092285156,1.0437345504760742,5000.0,1000.0,10000.0,0.7083490664445902,0.7195,0.7995,0.8066,0.8078,,,,,,,
0,3,1.6044560670852661,,0.8077,0.828,-6630.58740234375,-593.39013671875,0.1,2911.819091796875,269.8945617675781,1.0887961387634277,5000.0,1000.0,10000.0,0.6773005625869655,0.6836,0.809,0.8046,0.8069,,,,,,,
