,depth,nu_L,test_acc,test_accuracy,validation_accuracy,test_predictive_LL,validation_predictive_LL,lr,test_brier,validation_brier,train_time_one_epoch,size_train,size_validation,size_test,train_loss,test_accuracy_layer_0,test_accuracy_layer_1,test_accuracy_layer_2,test_accuracy_layer_3,test_accuracy_layer_4,test_accuracy_layer_5,test_accuracy_layer_6,test_accuracy_layer_7,test_accuracy_layer_8,test_accuracy_layer_9,test_accuracy_layer_10
0,3,1.51036536693573,,0.8088,0.814,-5344.3671875,-498.3393249511719,0.1,2708.639404296875,254.5249938964844,1.2410588264465332,5000.0,1000.0,10000.0,1.0372727045530006,0.8156,0.8032,0.811,0.8149,,,,,,,
0,3,1.4618136882781982,,0.8141,0.828,-5402.66796875,-495.6225891113281,0.1,2637.9140625,247.84893798828125,1.2382316589355469,5000.0,1000.0,10000.0,0.904128718225262,0.7779,0.8078,0.8201,0.8209,,,,,,,
0,3,1.4878041744232178,,0.784,0.804,-6051.83349609375,-552.6034545898438,0.1,3001.486083984375,275.7027893066406,1.0144269466400146,5000.0,1000.0,10000.0,0.976139528841912,0.6868,0.7849,0.7783,0.7808,,,,,,,
0,3,1.5021545886993408,,0.7841,0.811,-6631.5517578125,-612.2943725585938,0.1,3148.367919921875,292.12939453125,0.9738812446594238,5000.0,1000.0,10000.0,1.1910658524006228,0.7582,0.7816,0.7849,0.7903,,,,,,,
0,3,1.5467171669006348,,0.7428,0.764,-8127.154296875,-722.0960083007812,0.1,3879.462158203125,352.3529968261719,0.9874582290649414,5000.0,1000.0,10000.0,0.9933344321914866,0.7243,0.7367,0.7448,0.7594,,,,,,,
0,3,1.5664461851119995,,0.7833,0.806,-6844.46142578125,-614.83544921875,0.1,3207.01025390625,294.57293701171875,1.0151987075805664,5000.0,1000.0,10000.0,0.9965322651440583,0.7936,0.7792,0.7858,0.7912,,,,,,,
0,3,1.5401755571365356,,0.8119,0.84,-5214.5576171875,-465.4722290039063,0.1,2640.25,237.5719757080078,1.2267327308654783,5000.0,1000.0,10000.0,0.955851146691962,0.7742,0.8108,0.8166,0.8147,,,,,,,
0,3,1.5310709476470947,,0.8218,0.831,-5445.12744140625,-489.39556884765625,0.1,2643.34765625,247.7929229736328,1.2410211563110352,5000.0,1000.0,10000.0,0.9960958127734028,0.8118,0.8186,0.8242,0.8278,,,,,,,
0,3,1.531836748123169,,0.8094,0.841,-5986.03759765625,-525.380126953125,0.1,2792.181640625,244.70123291015625,1.0574705600738523,5000.0,1000.0,10000.0,0.8015112601503541,0.7855,0.8037,0.8167,0.8131,,,,,,,
0,3,1.5410674810409546,,0.8087,0.833,-5842.20947265625,-501.390625,0.1,2767.427490234375,246.41639709472656,1.027200698852539,5000.0,1000.0,10000.0,1.0844193493263632,0.7917,0.8082,0.8066,0.8085,,,,,,,
0,3,1.5147502422332764,,0.8198,0.836,-5372.18310546875,-474.7464294433594,0.1,2605.2412109375,238.24366760253903,0.9998252391815186,5000.0,1000.0,10000.0,0.8342314098454728,0.8041,0.8164,0.8201,0.8246,,,,,,,
0,3,1.5733520984649658,,0.8136,0.827,-5549.32177734375,-483.3686218261719,0.1,2656.867431640625,245.9991149902344,0.9750142097473145,5000.0,1000.0,10000.0,0.8914622570140452,0.7629,0.8072,0.816,0.8169,,,,,,,
0,3,1.5862977504730225,,0.8192,0.837,-5508.00390625,-477.4620361328125,0.1,2580.980224609375,235.3016357421875,1.0839266777038574,5000.0,1000.0,10000.0,0.8862360244310354,0.7958,0.8187,0.8186,0.8223,,,,,,,
0,3,1.6448798179626465,,0.8091,0.835,-5370.66650390625,-490.2168273925781,0.1,2655.44873046875,236.85061645507807,1.148428440093994,5000.0,1000.0,10000.0,0.9440808937519412,0.7656,0.8055,0.8131,0.8126,,,,,,,
0,3,1.6217072010040283,,0.8242,0.837,-5030.63232421875,-449.7781372070313,0.1,2485.6103515625,231.5425720214844,1.151545524597168,5000.0,1000.0,10000.0,0.8939972919753835,0.7884,0.826,0.8227,0.8254,,,,,,,
0,3,1.580417513847351,,0.8309,0.856,-4837.3017578125,-416.0372314453125,0.1,2412.140625,209.80029296875,1.165165662765503,5000.0,1000.0,10000.0,0.9285991972760308,0.7477,0.8305,0.8291,0.8296,,,,,,,
0,3,1.5567824840545654,,0.8207,0.847,-5324.712890625,-465.2420349121094,0.1,2542.66162109375,226.9600372314453,1.1814067363739014,5000.0,1000.0,10000.0,0.8752969710887233,0.8153,0.8191,0.8237,0.8235,,,,,,,
0,3,1.5680454969406128,,0.7873,0.814,-6537.28759765625,-597.4854125976562,0.1,2966.170166015625,264.38409423828125,1.162501335144043,5000.0,1000.0,10000.0,0.999635638692711,0.8074,0.789,0.7835,0.7936,,,,,,,
0,3,1.546783208847046,,0.8133,0.836,-5355.24755859375,-472.7907104492188,0.1,2641.84765625,237.90887451171875,1.2228989601135254,5000.0,1000.0,10000.0,1.006278062168556,0.7986,0.8124,0.8109,0.8109,,,,,,,
0,3,1.586707592010498,,0.816,0.835,-5753.10107421875,-495.7532958984375,0.1,2713.3486328125,241.0934600830078,1.215989112854004,5000.0,1000.0,10000.0,0.8340929373155667,0.7728,0.8118,0.8176,0.8167,,,,,,,
0,3,1.5743415355682373,,0.82,0.833,-5328.24365234375,-463.6232299804688,0.1,2612.234130859375,238.490478515625,1.275263786315918,5000.0,1000.0,10000.0,0.9090335768989368,0.7972,0.8155,0.8181,0.8208,,,,,,,
0,3,1.5276212692260742,,0.822,0.851,-5198.697265625,-435.9963073730469,0.1,2591.98388671875,221.41110229492188,1.1807575225830078,5000.0,1000.0,10000.0,0.860616134691842,0.7778,0.8118,0.8268,0.8273,,,,,,,
0,3,1.509008288383484,,0.8325,0.848,-5298.27197265625,-483.8973693847656,0.1,2476.9423828125,231.0328369140625,1.0318777561187744,5000.0,1000.0,10000.0,0.828197674660743,0.8136,0.8318,0.8313,0.8327,,,,,,,
0,3,1.4937007427215576,,0.8052,0.837,-5787.7216796875,-495.7667541503906,0.1,2785.882568359375,233.180404663086,1.0058836936950684,5000.0,1000.0,10000.0,0.7824765492843676,0.8,0.8027,0.8062,0.8061,,,,,,,
0,3,1.5499873161315918,,0.8148,0.832,-5520.8837890625,-498.2313232421875,0.1,2651.630859375,239.4745178222656,1.0365619659423828,5000.0,1000.0,10000.0,0.7814762199981303,0.7892,0.8121,0.8154,0.8211,,,,,,,
0,3,1.5570943355560305,,0.7889,0.822,-6309.513671875,-552.027099609375,0.1,3055.07763671875,263.33953857421875,1.0404260158538818,5000.0,1000.0,10000.0,0.7491745122625858,0.7733,0.7857,0.7901,0.7901,,,,,,,
0,3,1.5773508548736572,,0.8298,0.848,-5188.99169921875,-438.4373168945313,0.1,2448.005615234375,213.8753967285156,1.0196208953857422,5000.0,1000.0,10000.0,0.7643363087237636,0.8113,0.8303,0.8298,0.8294,,,,,,,
0,3,1.559486746788025,,0.8182,0.841,-5222.53271484375,-443.6476440429688,0.1,2552.072509765625,217.3629302978516,1.027904033660889,5000.0,1000.0,10000.0,0.73506071107297,0.7979,0.818,0.8178,0.8197,,,,,,,
0,3,1.5471594333648682,,0.8144,0.846,-6048.31884765625,-508.275634765625,0.1,2705.756591796875,228.72344970703125,1.042344093322754,5000.0,1000.0,10000.0,0.7777929075911075,0.7612,0.8144,0.813,0.8154,,,,,,,
0,3,1.5595766305923462,,0.8346,0.858,-5147.67138671875,-447.96673583984375,0.1,2420.60205078125,212.53895568847656,1.0231614112854004,5000.0,1000.0,10000.0,0.9852324011205118,0.8048,0.8342,0.8356,0.8353,,,,,,,
0,3,1.5660210847854614,,0.8275,0.851,-5451.71826171875,-452.6472473144531,0.1,2545.647216796875,220.9434356689453,1.2803261280059814,5000.0,1000.0,10000.0,0.7624578706071347,0.8027,0.8253,0.8312,0.8313,,,,,,,
0,3,1.5572439432144165,,0.8251,0.834,-5416.8505859375,-468.94671630859375,0.1,2557.567626953125,230.3740997314453,1.0052425861358645,5000.0,1000.0,10000.0,0.6722020997276789,0.814,0.8238,0.8218,0.8235,,,,,,,
0,3,1.5497374534606934,,0.8101,0.82,-6221.24853515625,-558.3458251953125,0.1,2803.561767578125,254.8054962158203,0.9736111164093018,5000.0,1000.0,10000.0,0.8168506631745568,0.7841,0.8081,0.8123,0.8148,,,,,,,
0,3,1.492276906967163,,0.8285,0.839,-5329.62939453125,-452.3944396972656,0.1,2481.462158203125,222.4577789306641,0.9803304672241212,5000.0,1000.0,10000.0,0.7493331956712506,0.8151,0.8294,0.8271,0.8293,,,,,,,
0,3,1.525706768035889,,0.8191,0.836,-5802.45703125,-513.9526977539062,0.1,2707.310302734375,243.6185760498047,1.0310041904449463,5000.0,1000.0,10000.0,0.7013107689121102,0.8064,0.8162,0.8196,0.8217,,,,,,,
0,3,1.52219820022583,,0.8194,0.843,-5926.80419921875,-508.33929443359375,0.1,2705.990478515625,241.39321899414065,1.0234084129333496,5000.0,1000.0,10000.0,0.671900929152211,0.811,0.8199,0.8147,0.8187,,,,,,,
0,3,1.5220668315887451,,0.8208,0.846,-5301.1328125,-454.1083679199219,0.1,2554.644775390625,220.50372314453125,1.038233995437622,5000.0,1000.0,10000.0,0.8123764463617832,0.7767,0.8188,0.8165,0.8195,,,,,,,
0,3,1.582071304321289,,0.7898,0.817,-6513.11328125,-562.255126953125,0.1,3087.746826171875,273.8542785644531,0.9612507820129396,5000.0,1000.0,10000.0,0.8640252864813502,0.7834,0.7873,0.7941,0.7912,,,,,,,
0,3,1.5849668979644775,,0.8276,0.849,-5794.77001953125,-487.5458984375,0.1,2618.2216796875,233.54833984375,0.9681804180145264,5000.0,1000.0,10000.0,0.710467324603962,0.8153,0.8276,0.828,0.8278,,,,,,,
0,3,1.6023690700531006,,0.8299,0.851,-5473.3203125,-452.87548828125,0.1,2488.18310546875,209.928955078125,0.990441083908081,5000.0,1000.0,10000.0,0.7624322394781475,0.7589,0.8289,0.8285,0.8289,,,,,,,
0,3,1.591697335243225,,0.8265,0.85,-5747.00927734375,-469.72845458984375,0.1,2612.84326171875,220.06851196289065,0.9823639392852784,5000.0,1000.0,10000.0,0.7515536905089512,0.8199,0.8255,0.8232,0.8256,,,,,,,
0,3,1.6354491710662842,,0.8183,0.843,-5274.1728515625,-472.1046142578125,0.1,2519.201416015625,223.50631713867188,0.9939780235290528,5000.0,1000.0,10000.0,0.7889066455484945,0.7963,0.8174,0.8173,0.8189,,,,,,,
0,3,1.6089227199554443,,0.8036,0.827,-6154.94287109375,-529.52197265625,0.1,2851.37548828125,251.3835601806641,0.9783892631530762,5000.0,1000.0,10000.0,0.6493437441089486,0.7905,0.8039,0.8064,0.8083,,,,,,,
0,3,1.6137053966522217,,0.8235,0.854,-5204.31640625,-447.07525634765625,0.1,2531.855224609375,213.39942932128903,1.0110981464385986,5000.0,1000.0,10000.0,0.7197258936453469,0.8101,0.8202,0.8261,0.8286,,,,,,,
0,3,1.608109712600708,,0.8343,0.875,-5098.94482421875,-415.4616088867188,0.1,2386.916748046875,190.7689208984375,1.070922613143921,5000.0,1000.0,10000.0,0.7593167650548718,0.8039,0.8316,0.8361,0.8376,,,,,,,
0,3,1.6203923225402832,,0.7475,0.769,-8255.74609375,-745.9566040039062,0.1,3713.96533203125,333.5158996582031,1.3401622772216797,5000.0,1000.0,10000.0,0.7152126261705085,0.7258,0.7463,0.7481,0.7494,,,,,,,
0,3,1.6491262912750244,,0.8184,0.851,-5696.54541015625,-456.1056823730469,0.1,2682.27685546875,220.79229736328125,1.1611862182617188,5000.0,1000.0,10000.0,0.8541553525985042,0.7556,0.8202,0.815,0.8139,,,,,,,
0,3,1.6333435773849487,,0.8238,0.848,-5912.68115234375,-507.18304443359375,0.1,2585.199951171875,221.0501708984375,1.177922010421753,5000.0,1000.0,10000.0,0.715927249645885,0.7588,0.8233,0.8237,0.8244,,,,,,,
0,3,1.6391260623931885,,0.8287,0.868,-5288.88720703125,-430.5880126953125,0.1,2509.62548828125,202.1945953369141,1.1744070053100586,5000.0,1000.0,10000.0,0.7409115505369404,0.8084,0.8299,0.8269,0.8277,,,,,,,
0,3,1.539653182029724,,0.8171,0.841,-5798.32373046875,-497.7433471679688,0.1,2687.197265625,233.8573455810547,1.1570496559143066,5000.0,1000.0,10000.0,0.7304202763340141,0.7937,0.8185,0.8144,0.8147,,,,,,,
0,3,1.5629737377166748,,0.8167,0.853,-5641.2109375,-455.6348876953125,0.1,2667.6044921875,222.13829040527344,1.176839828491211,5000.0,1000.0,10000.0,0.7051601417457001,0.8158,0.8149,0.8173,0.8223,,,,,,,
0,3,1.5694708824157717,,0.8258,0.849,-5767.5,-511.6190185546875,0.1,2627.889404296875,235.4442138671875,1.1641499996185305,5000.0,1000.0,10000.0,0.7369963941694815,0.7852,0.8238,0.8249,0.8234,,,,,,,
0,3,1.5851547718048096,,0.8242,0.846,-5675.09033203125,-448.4104919433594,0.1,2578.169677734375,214.27423095703125,1.1846716403961182,5000.0,1000.0,10000.0,0.7011114330608633,0.8141,0.821,0.8252,0.8259,,,,,,,
0,3,1.5998533964157104,,0.8298,0.846,-5802.35693359375,-480.9904479980469,0.1,2551.4619140625,225.09573364257807,1.1845808029174805,5000.0,1000.0,10000.0,0.6463645960711226,0.7915,0.8299,0.8261,0.8277,,,,,,,
0,3,1.5872782468795776,,0.8176,0.85,-5792.353515625,-455.6115417480469,0.1,2667.856689453125,215.75982666015625,1.150843620300293,5000.0,1000.0,10000.0,0.6346568120054051,0.7824,0.8115,0.8258,0.8283,,,,,,,
0,3,1.609678030014038,,0.8091,0.839,-5742.375,-490.579345703125,0.1,2737.194580078125,239.34217834472656,1.180579423904419,5000.0,1000.0,10000.0,0.6497542899620684,0.7946,0.8087,0.8079,0.8098,,,,,,,
0,3,1.6067850589752195,,0.8242,0.851,-5950.48828125,-493.1028442382813,0.1,2636.728515625,222.01287841796875,1.1670398712158203,5000.0,1000.0,10000.0,0.7549125650261022,0.7939,0.8225,0.823,0.8226,,,,,,,
0,3,1.609654664993286,,0.8132,0.841,-6690.1171875,-559.1513061523438,0.1,2862.89453125,242.8237152099609,1.2449452877044678,5000.0,1000.0,10000.0,0.7280992367599584,0.7385,0.8142,0.8133,0.8158,,,,,,,
0,3,1.6058924198150637,,0.8205,0.847,-6082.7236328125,-493.4846496582031,0.1,2720.767822265625,228.57003784179688,1.161427021026611,5000.0,1000.0,10000.0,0.6989338839355903,0.8061,0.8206,0.8193,0.8209,,,,,,,
0,3,1.623224139213562,,0.8184,0.849,-5832.8037109375,-489.7331848144531,0.1,2693.703125,228.3847198486328,1.170224666595459,5000.0,1000.0,10000.0,0.7167069217826747,0.7726,0.8149,0.8196,0.82,,,,,,,
0,3,1.6061772108078003,,0.829,0.866,-5295.6318359375,-418.2008056640625,0.1,2473.604248046875,203.34942626953125,1.1816015243530271,5000.0,1000.0,10000.0,0.6437420735630808,0.7883,0.8283,0.8304,0.8296,,,,,,,
0,3,1.6027655601501465,,0.8414,0.878,-5119.8388671875,-398.6443481445313,0.1,2328.939453125,188.5477905273437,1.176113843917847,5000.0,1000.0,10000.0,0.7258125124852869,0.792,0.8416,0.8427,0.8415,,,,,,,
0,3,1.5965914726257324,,0.831,0.863,-5315.19189453125,-427.49462890625,0.1,2463.125,205.4834747314453,1.153251886367798,5000.0,1000.0,10000.0,0.6498138542416729,0.801,0.8315,0.831,0.8321,,,,,,,
0,3,1.587146282196045,,0.8289,0.856,-5765.671875,-504.07330322265625,0.1,2533.294677734375,226.87112426757807,1.172724962234497,5000.0,1000.0,10000.0,0.891143379898011,0.7833,0.8299,0.8301,0.8295,,,,,,,
0,3,1.5783718824386597,,0.8257,0.859,-5537.28076171875,-448.2953796386719,0.1,2574.75146484375,212.74725341796875,1.1617207527160645,5000.0,1000.0,10000.0,0.6705172054375275,0.8111,0.8241,0.8249,0.8268,,,,,,,
0,3,1.5376572608947754,,0.8158,0.844,-5738.357421875,-466.4777221679688,0.1,2682.1572265625,225.24786376953125,1.1947789192199707,5000.0,1000.0,10000.0,0.8166441453408592,0.8141,0.8107,0.8224,0.8266,,,,,,,
0,3,1.596798300743103,,0.8223,0.865,-5296.896484375,-431.0317993164063,0.1,2498.55517578125,203.87974548339844,1.213266372680664,5000.0,1000.0,10000.0,0.7165113717694825,0.7501,0.8193,0.8261,0.828,,,,,,,
0,3,1.595095157623291,,0.8269,0.854,-5660.43017578125,-470.5601196289063,0.1,2575.474365234375,217.07693481445312,1.2564964294433594,5000.0,1000.0,10000.0,0.7278774286372752,0.8031,0.8285,0.8248,0.8258,,,,,,,
0,3,1.5835652351379397,,0.8338,0.855,-5545.6513671875,-462.103759765625,0.1,2512.83740234375,223.25938415527344,1.203296422958374,5000.0,1000.0,10000.0,0.7384725164009046,0.791,0.8309,0.8346,0.8351,,,,,,,
0,3,1.566972017288208,,0.8433,0.871,-5411.3515625,-446.70849609375,0.1,2367.345458984375,198.59735107421875,1.1805975437164309,5000.0,1000.0,10000.0,0.7274924354462684,0.8109,0.8431,0.8423,0.843,,,,,,,
0,3,1.5832301378250122,,0.8374,0.865,-5186.9169921875,-414.1474609375,0.1,2380.885498046875,198.71681213378903,1.1824264526367188,5000.0,1000.0,10000.0,0.5886434648610368,0.8178,0.8365,0.8375,0.8373,,,,,,,
0,3,1.6063653230667114,,0.8339,0.858,-5396.935546875,-442.99945068359375,0.1,2463.2880859375,208.65431213378903,1.1895296573638916,5000.0,1000.0,10000.0,0.5892693558825722,0.7999,0.8359,0.8307,0.8304,,,,,,,
0,3,1.6003156900405884,,0.7905,0.812,-6981.5517578125,-602.7571411132812,0.1,3161.93115234375,288.34820556640625,1.1550705432891846,5000.0,1000.0,10000.0,0.6873832020578505,0.7693,0.789,0.7915,0.7925,,,,,,,
0,3,1.582035779953003,,0.8363,0.869,-5275.54052734375,-416.80511474609375,0.1,2421.119384765625,193.3319091796875,1.166504144668579,5000.0,1000.0,10000.0,0.8356695850438709,0.7871,0.835,0.8347,0.8358,,,,,,,
0,3,1.590587854385376,,0.8261,0.863,-5344.5419921875,-410.6012573242188,0.1,2474.852294921875,199.65284729003903,1.148420810699463,5000.0,1000.0,10000.0,0.7382291102711158,0.7708,0.8271,0.8282,0.8291,,,,,,,
0,3,1.599833607673645,,0.8197,0.848,-5765.58935546875,-474.94085693359375,0.1,2648.701904296875,224.6256561279297,1.1535444259643557,5000.0,1000.0,10000.0,0.7102689920346948,0.8072,0.8201,0.8186,0.819,,,,,,,
0,3,1.595855951309204,,0.8324,0.843,-5849.314453125,-508.2017211914063,0.1,2513.902587890625,225.8096160888672,1.1487183570861816,5000.0,1000.0,10000.0,0.8065534256681611,0.812,0.8347,0.8295,0.8305,,,,,,,
0,3,1.600358963012695,,0.8338,0.864,-5550.81396484375,-431.96978759765625,0.1,2516.01953125,206.48611450195312,1.0731430053710938,5000.0,1000.0,10000.0,0.8200189599507972,0.7704,0.8356,0.8293,0.8307,,,,,,,
0,3,1.6050890684127808,,0.8231,0.846,-5788.275390625,-490.7119140625,0.1,2597.345703125,230.44276428222656,1.181776523590088,5000.0,1000.0,10000.0,0.6891588644136356,0.7755,0.8231,0.8208,0.8221,,,,,,,
0,3,1.630466103553772,,0.8289,0.875,-5291.29248046875,-415.8883972167969,0.1,2475.666259765625,199.55618286132807,1.4252862930297852,5000.0,1000.0,10000.0,0.7742266051376923,0.7732,0.8304,0.8281,0.8294,,,,,,,
0,3,1.6576461791992188,,0.8296,0.857,-5801.07421875,-479.7839050292969,0.1,2527.270263671875,214.1187744140625,1.2532355785369873,5000.0,1000.0,10000.0,0.7623115593119513,0.8058,0.8337,0.827,0.8281,,,,,,,
0,3,1.6481873989105225,,0.7962,0.842,-6827.59228515625,-541.2745971679688,0.1,3064.663818359375,254.1245880126953,0.9785442352294922,5000.0,1000.0,10000.0,0.6621212423602237,0.8027,0.7978,0.7991,0.7987,,,,,,,
0,3,1.6324481964111328,,0.8246,0.853,-5769.53369140625,-479.5073852539063,0.1,2632.781005859375,220.7877655029297,1.133753776550293,5000.0,1000.0,10000.0,0.6935284699820266,0.7763,0.8256,0.8241,0.8248,,,,,,,
0,3,1.6405669450759888,,0.8225,0.838,-6009.85791015625,-513.0999755859375,0.1,2673.43017578125,235.049072265625,1.1869213581085205,5000.0,1000.0,10000.0,0.6320847148382212,0.7914,0.8212,0.822,0.822,,,,,,,
0,3,1.6847939491271973,,0.8223,0.844,-5322.46533203125,-470.8626098632813,0.1,2553.595458984375,228.8708648681641,1.149827480316162,5000.0,1000.0,10000.0,0.6739349361461929,0.8136,0.8218,0.8231,0.8214,,,,,,,
0,3,1.6794179677963257,,0.8325,0.854,-5983.458984375,-504.1715698242188,0.1,2589.35791015625,228.93035888671875,1.15576171875,5000.0,1000.0,10000.0,0.655078426569323,0.8037,0.8326,0.8299,0.8293,,,,,,,
0,3,1.651350975036621,,0.8313,0.865,-5502.7548828125,-442.8345336914063,0.1,2507.406982421875,213.34527587890625,1.1910240650177002,5000.0,1000.0,10000.0,0.7124854722354985,0.8132,0.8309,0.8302,0.8313,,,,,,,
0,3,1.6349408626556396,,0.8345,0.863,-5404.68994140625,-441.6817932128906,0.1,2440.1259765625,203.77545166015625,1.1736204624176023,5000.0,1000.0,10000.0,0.6175790055643154,0.8122,0.8338,0.8329,0.8339,,,,,,,
0,3,1.6416863203048706,,0.8222,0.851,-5779.2373046875,-467.0824890136719,0.1,2631.89306640625,218.69772338867188,1.164642333984375,5000.0,1000.0,10000.0,0.8626500368118286,0.7722,0.8261,0.8153,0.8158,,,,,,,
0,3,1.652928113937378,,0.8255,0.86,-5640.41357421875,-443.71331787109375,0.1,2579.556640625,210.9945068359375,0.9896423816680908,5000.0,1000.0,10000.0,0.8004468124878558,0.7993,0.8271,0.8222,0.8238,,,,,,,
