,depth,nu_L,test_acc,test_accuracy,validation_accuracy,test_predictive_LL,validation_predictive_LL,lr,test_brier,validation_brier,train_time_one_epoch,size_train,size_validation,size_test,train_loss,test_accuracy_layer_0,test_accuracy_layer_1,test_accuracy_layer_2,test_accuracy_layer_3,test_accuracy_layer_4,test_accuracy_layer_5,test_accuracy_layer_6,test_accuracy_layer_7,test_accuracy_layer_8,test_accuracy_layer_9,test_accuracy_layer_10
0,3,1.468703031539917,,0.769,0.778,-6217.18310546875,-586.5797729492188,0.1,3193.49169921875,301.8917541503906,1.1643376350402832,5000.0,1000.0,10000.0,1.1514517589460445,0.797,0.7694,0.7668,0.7641,,,,,,,
0,3,1.5010181665420532,,0.7351,0.728,-6887.81201171875,-678.1962280273438,0.1,3683.479736328125,365.3875427246094,1.1019437313079834,5000.0,1000.0,10000.0,1.0103214036060284,0.7793,0.7265,0.7416,0.7635,,,,,,,
0,3,1.4805293083190918,,0.7504,0.779,-7286.8330078125,-648.6205444335938,0.1,3651.424072265625,329.58642578125,1.007270336151123,5000.0,1000.0,10000.0,1.0537540573108046,0.7543,0.7472,0.755,0.7581,,,,,,,
0,3,1.4709930419921875,,0.7992,0.811,-5543.78369140625,-507.44427490234375,0.1,2831.425048828125,260.9298095703125,0.9968390464782716,5000.0,1000.0,10000.0,1.0219628128069866,0.8008,0.7915,0.8071,0.8107,,,,,,,
0,3,1.4826165437698364,,0.8031,0.82,-5636.40869140625,-543.869873046875,0.1,2803.382080078125,262.3719787597656,1.142237663269043,5000.0,1000.0,10000.0,1.0532055010523975,0.767,0.8008,0.8045,0.8026,,,,,,,
0,3,1.4927465915679932,,0.7762,0.792,-6168.775390625,-586.9015502929688,0.1,3116.125244140625,293.18798828125,1.1803476810455322,5000.0,1000.0,10000.0,0.9575623149358774,0.7951,0.772,0.7823,0.7873,,,,,,,
0,3,1.4880468845367432,,0.7876,0.802,-5876.15673828125,-551.5087890625,0.1,2967.80126953125,280.234619140625,1.17716646194458,5000.0,1000.0,10000.0,0.9285088585147376,0.7735,0.7815,0.79,0.8036,,,,,,,
0,3,1.5256640911102295,,0.7769,0.786,-6440.83203125,-609.1821899414062,0.1,3188.36865234375,305.0336303710937,1.1731491088867188,5000.0,1000.0,10000.0,0.9787148124055016,0.7558,0.7779,0.7738,0.7769,,,,,,,
0,3,1.5297296047210691,,0.804,0.804,-5314.662109375,-492.2428283691406,0.1,2710.07470703125,261.7533264160156,1.1792817115783691,5000.0,1000.0,10000.0,0.995277983478353,0.8013,0.8039,0.8012,0.8095,,,,,,,
0,3,1.5447771549224854,,0.8071,0.815,-5680.10205078125,-506.4137573242188,0.1,2770.159912109375,252.9960174560547,1.200326442718506,5000.0,1000.0,10000.0,0.9562508116794538,0.7831,0.8017,0.8081,0.8124,,,,,,,
0,3,1.5455312728881836,,0.7975,0.817,-5539.22412109375,-506.3793029785156,0.1,2777.327392578125,260.4010925292969,1.2241601943969729,5000.0,1000.0,10000.0,0.9829265550722048,0.7959,0.7987,0.7973,0.8046,,,,,,,
0,3,1.502543568611145,,0.8067,0.812,-5372.9609375,-504.0523071289063,0.1,2717.0634765625,258.66290283203125,1.1902647018432615,5000.0,1000.0,10000.0,0.8324963046780115,0.7973,0.804,0.8061,0.8077,,,,,,,
0,3,1.4737244844436646,,0.7868,0.8,-6650.2568359375,-656.3099365234375,0.1,3201.571533203125,315.04840087890625,1.270462989807129,5000.0,1000.0,10000.0,0.7805062890807285,0.7899,0.7823,0.7889,0.7916,,,,,,,
0,3,1.5029611587524414,,0.804,0.813,-6001.54248046875,-531.8177490234375,0.1,2826.015625,263.08258056640625,1.2270615100860596,5000.0,1000.0,10000.0,0.9294302252274526,0.7936,0.8007,0.8071,0.8093,,,,,,,
0,3,1.471928596496582,,0.8068,0.798,-6202.1064453125,-549.1610107421875,0.1,2861.16259765625,277.0580444335937,1.208418846130371,5000.0,1000.0,10000.0,0.8265377403814581,0.7799,0.8086,0.806,0.8057,,,,,,,
0,3,1.4938607215881348,,0.8272,0.85,-5040.64599609375,-421.3157958984375,0.1,2476.37890625,212.2110748291016,1.178102731704712,5000.0,1000.0,10000.0,0.935338258743286,0.7812,0.8243,0.83,0.8296,,,,,,,
0,3,1.4951679706573486,,0.7957,0.821,-5923.89892578125,-495.1871337890625,0.1,2906.62841796875,254.92819213867188,1.1947927474975586,5000.0,1000.0,10000.0,0.8615146430232857,0.7547,0.7958,0.7954,0.7956,,,,,,,
0,3,1.5371450185775757,,0.8073,0.83,-5389.45703125,-464.73236083984375,0.1,2691.855712890625,233.8013153076172,1.1637513637542725,5000.0,1000.0,10000.0,0.9747760873052138,0.7934,0.7996,0.8152,0.8178,,,,,,,
0,3,1.4993963241577148,,0.77,0.777,-6679.52099609375,-648.04931640625,0.1,3323.90869140625,317.48309326171875,1.1989445686340332,5000.0,1000.0,10000.0,0.7251103988176659,0.7677,0.7642,0.7773,0.7784,,,,,,,
0,3,1.469990372657776,,0.8199,0.834,-5153.53271484375,-483.90380859375,0.1,2557.891845703125,242.4940643310547,1.0875391960144043,5000.0,1000.0,10000.0,0.7827630231652078,0.8099,0.8177,0.8201,0.8226,,,,,,,
0,3,1.477814555168152,,0.8107,0.844,-5586.42626953125,-471.7723693847656,0.1,2706.124755859375,232.67837524414065,1.2971785068511963,5000.0,1000.0,10000.0,0.8129403357264362,0.793,0.8027,0.8159,0.816,,,,,,,
0,3,1.5283653736114502,,0.8117,0.833,-5236.27001953125,-461.0533447265625,0.1,2632.940673828125,230.83477783203125,1.1811699867248535,5000.0,1000.0,10000.0,0.8005435134791121,0.7964,0.8072,0.8164,0.8186,,,,,,,
0,3,1.5419096946716309,,0.8177,0.831,-5630.2412109375,-497.4006042480469,0.1,2671.51953125,244.93955993652344,1.2668683528900146,5000.0,1000.0,10000.0,0.7770305102384543,0.8031,0.8112,0.8215,0.8222,,,,,,,
0,3,1.4761899709701538,,0.8326,0.85,-5070.4814453125,-430.4625244140625,0.1,2434.063720703125,216.4934539794922,1.1901955604553225,5000.0,1000.0,10000.0,0.7739176086232632,0.7648,0.8333,0.8314,0.8328,,,,,,,
0,3,1.4940195083618164,,0.8263,0.848,-5053.69921875,-431.89404296875,0.1,2482.024169921875,221.087158203125,1.0446794033050537,5000.0,1000.0,10000.0,0.9165399172638036,0.8016,0.8218,0.8304,0.8318,,,,,,,
0,3,1.5069856643676758,,0.8135,0.829,-5709.04296875,-501.8720397949219,0.1,2719.9306640625,249.68701171875,1.1132047176361084,5000.0,1000.0,10000.0,0.7904455382612687,0.7749,0.8131,0.8135,0.8113,,,,,,,
0,3,1.5557286739349363,,0.8154,0.836,-5374.0947265625,-456.5742492675781,0.1,2635.193115234375,233.79351806640625,1.102440357208252,5000.0,1000.0,10000.0,0.8735402147226696,0.7934,0.8152,0.8118,0.8126,,,,,,,
0,3,1.532347559928894,,0.7728,0.777,-6502.169921875,-608.331787109375,0.1,3236.14208984375,317.8529357910156,1.1767017841339111,5000.0,1000.0,10000.0,0.7794758586943904,0.7027,0.7632,0.7844,0.7945,,,,,,,
0,3,1.5302942991256714,,0.8214,0.854,-5331.19580078125,-425.8515625,0.1,2561.624267578125,217.2097625732422,1.189668893814087,5000.0,1000.0,10000.0,0.8737495620793934,0.7724,0.8198,0.8252,0.827,,,,,,,
0,3,1.524957299232483,,0.8191,0.847,-5389.02783203125,-439.8211975097656,0.1,2584.740478515625,218.9980010986328,1.2197284698486328,5000.0,1000.0,10000.0,0.7674689639972735,0.7917,0.8163,0.8215,0.8229,,,,,,,
0,3,1.540239930152893,,0.81,0.83,-5657.388671875,-468.2990112304688,0.1,2708.602294921875,237.09507751464844,1.1786823272705078,5000.0,1000.0,10000.0,0.741994178747829,0.8019,0.8099,0.8099,0.8118,,,,,,,
0,3,1.540137529373169,,0.8352,0.849,-5232.916015625,-425.1466064453125,0.1,2444.41845703125,212.73733520507807,1.1997816562652588,5000.0,1000.0,10000.0,0.7644769881345048,0.8148,0.8329,0.8319,0.8341,,,,,,,
0,3,1.5358607769012451,,0.8202,0.842,-5304.33203125,-444.9794006347656,0.1,2567.238525390625,226.03028869628903,1.228960037231445,5000.0,1000.0,10000.0,0.7337242772307577,0.7846,0.8177,0.8218,0.8208,,,,,,,
0,3,1.539347529411316,,0.8266,0.843,-5426.4951171875,-438.1569213867188,0.1,2522.97802734375,220.1661376953125,1.1766579151153564,5000.0,1000.0,10000.0,0.6900043676171121,0.7922,0.8267,0.8216,0.8262,,,,,,,
0,3,1.5651136636734009,,0.8073,0.829,-6531.80517578125,-514.0408935546875,0.1,2932.070068359375,251.224349975586,1.1890027523040771,5000.0,1000.0,10000.0,0.7130210148760036,0.7933,0.8054,0.8097,0.8107,,,,,,,
0,3,1.5787901878356934,,0.7926,0.799,-6413.75830078125,-552.6817016601562,0.1,3001.988525390625,283.0002136230469,1.2275989055633545,5000.0,1000.0,10000.0,0.7041897226738024,0.7857,0.7882,0.7958,0.8033,,,,,,,
0,3,1.580656886100769,,0.8087,0.831,-7004.3291015625,-585.79443359375,0.1,2968.2021484375,264.96502685546875,1.1811459064483645,5000.0,1000.0,10000.0,0.7578850377209579,0.7837,0.8103,0.8054,0.8065,,,,,,,
0,3,1.5320096015930176,,0.8172,0.841,-5547.91552734375,-479.8098449707031,0.1,2645.8330078125,231.10842895507807,1.2288517951965332,5000.0,1000.0,10000.0,0.8280658114560043,0.8094,0.8117,0.8225,0.8216,,,,,,,
0,3,1.5488513708114624,,0.8222,0.839,-5343.93115234375,-424.8717346191406,0.1,2576.42041015625,224.7520751953125,1.249258279800415,5000.0,1000.0,10000.0,0.7453564729871629,0.8,0.8233,0.8175,0.821,,,,,,,
0,3,1.5308043956756592,,0.7729,0.778,-8042.060546875,-749.7410278320312,0.1,3472.350341796875,337.809326171875,1.1760566234588623,5000.0,1000.0,10000.0,0.6768317860138567,0.7546,0.7675,0.7759,0.7823,,,,,,,
0,3,1.6437175273895264,,0.7982,0.818,-7086.1171875,-583.9461059570312,0.1,3135.71826171875,272.2277526855469,1.1902799606323242,5000.0,1000.0,10000.0,0.7841554974453359,0.797,0.7964,0.7975,0.7984,,,,,,,
0,3,1.6288456916809082,,0.8133,0.837,-5750.5068359375,-484.6948547363281,0.1,2733.119384765625,245.09146118164065,1.1653404235839844,5000.0,1000.0,10000.0,0.7813115199155445,0.7892,0.8128,0.8102,0.8143,,,,,,,
0,3,1.6083428859710691,,0.7977,0.813,-6432.13720703125,-563.48974609375,0.1,3017.086181640625,288.8442687988281,1.240574598312378,5000.0,1000.0,10000.0,0.7909704126134703,0.7682,0.797,0.7996,0.7979,,,,,,,
0,3,1.5906745195388794,,0.7954,0.814,-6963.8818359375,-577.2730712890625,0.1,3122.90087890625,280.2308654785156,0.9813282489776612,5000.0,1000.0,10000.0,0.7348337022564079,0.7746,0.7963,0.7885,0.7935,,,,,,,
0,3,1.6182498931884766,,0.8268,0.848,-5526.310546875,-439.0851135253906,0.1,2527.166748046875,218.9976501464844,1.0889341831207275,5000.0,1000.0,10000.0,0.7402635669406457,0.814,0.8264,0.8262,0.8276,,,,,,,
0,3,1.5949525833129885,,0.8138,0.836,-6406.04931640625,-529.3704833984375,0.1,2822.82958984375,253.1769561767578,1.0443074703216553,5000.0,1000.0,10000.0,0.6393961004818542,0.7971,0.8139,0.8137,0.8132,,,,,,,
0,3,1.5924451351165771,,0.8218,0.854,-5946.41064453125,-460.259033203125,0.1,2661.1796875,214.1384735107422,1.0247492790222168,5000.0,1000.0,10000.0,0.6922462012948869,0.7566,0.8216,0.8192,0.821,,,,,,,
0,3,1.603879451751709,,0.8194,0.832,-6003.1591796875,-503.5568237304688,0.1,2725.29541015625,245.8410186767578,1.0450787544250488,5000.0,1000.0,10000.0,0.8305443634715262,0.7971,0.8217,0.8142,0.8142,,,,,,,
0,3,1.5897012948989868,,0.8178,0.836,-5837.06494140625,-456.479736328125,0.1,2714.79443359375,227.6761932373047,1.1513049602508545,5000.0,1000.0,10000.0,0.7901063078566443,0.7689,0.8163,0.8156,0.8203,,,,,,,
0,3,1.5840084552764893,,0.7726,0.783,-7232.3115234375,-629.31103515625,0.1,3347.926513671875,315.4927062988281,1.1839659214019775,5000.0,1000.0,10000.0,0.7445599421670165,0.6326,0.7723,0.7762,0.7758,,,,,,,
0,3,1.5547384023666382,,0.8225,0.862,-5471.80029296875,-428.4766540527344,0.1,2559.892578125,204.88514709472656,1.1617364883422852,5000.0,1000.0,10000.0,0.8135255197935467,0.7755,0.8223,0.8223,0.8208,,,,,,,
0,3,1.558476209640503,,0.826,0.848,-5472.04052734375,-429.5379028320313,0.1,2548.05029296875,215.94161987304688,1.181753635406494,5000.0,1000.0,10000.0,0.8431143051461328,0.7922,0.8234,0.8292,0.8279,,,,,,,
0,3,1.5790369510650637,,0.8386,0.87,-5330.001953125,-405.0147399902344,0.1,2401.568359375,197.4456787109375,1.2628254890441897,5000.0,1000.0,10000.0,0.8067506257491776,0.7937,0.838,0.8358,0.8369,,,,,,,
0,3,1.5817837715148926,,0.8263,0.841,-5742.4482421875,-471.3863525390625,0.1,2576.474609375,233.4931182861328,1.175260066986084,5000.0,1000.0,10000.0,0.7109353202807752,0.7912,0.8279,0.8243,0.8251,,,,,,,
0,3,1.5633682012557983,,0.8296,0.848,-5896.77197265625,-486.3901672363281,0.1,2598.905029296875,231.79244995117188,1.270737886428833,5000.0,1000.0,10000.0,0.8089866717404957,0.8134,0.8283,0.8266,0.8287,,,,,,,
0,3,1.5639069080352783,,0.8149,0.834,-6564.2431640625,-549.4103393554688,0.1,2823.338623046875,251.422119140625,1.0044801235198977,5000.0,1000.0,10000.0,0.7682138590873042,0.801,0.8139,0.8147,0.8146,,,,,,,
0,3,1.6019541025161743,,0.8304,0.862,-5606.88232421875,-435.355712890625,0.1,2524.770751953125,206.89735412597656,0.9834012985229492,5000.0,1000.0,10000.0,0.7887120748622508,0.7745,0.8307,0.829,0.8303,,,,,,,
0,3,1.603565335273743,,0.8213,0.852,-5825.19091796875,-458.5836486816406,0.1,2621.666259765625,224.4852294921875,0.9964818954467772,5000.0,1000.0,10000.0,0.7173426796363879,0.7941,0.8222,0.818,0.8215,,,,,,,
0,3,1.617302417755127,,0.8116,0.827,-6357.54931640625,-540.1556396484375,0.1,2834.40380859375,254.09063720703125,1.0040102005004885,5000.0,1000.0,10000.0,0.79035496221313,0.7976,0.8143,0.8091,0.8108,,,,,,,
0,3,1.6503393650054932,,0.825,0.857,-5822.99072265625,-467.669189453125,0.1,2560.620361328125,216.75460815429688,1.0361084938049316,5000.0,1000.0,10000.0,0.7987948437280292,0.7784,0.8251,0.8233,0.8232,,,,,,,
0,3,1.5910799503326416,,0.8137,0.83,-5796.13330078125,-474.2606201171875,0.1,2720.943359375,242.286849975586,1.093935251235962,5000.0,1000.0,10000.0,0.8222944212110737,0.8132,0.8129,0.8129,0.8152,,,,,,,
0,3,1.6039576530456543,,0.8298,0.86,-5200.083984375,-401.3553466796875,0.1,2432.1884765625,206.32107543945312,1.1865415573120115,5000.0,1000.0,10000.0,0.8831637520578843,0.7769,0.8283,0.8299,0.8303,,,,,,,
0,3,1.6405754089355469,,0.8004,0.827,-6460.01708984375,-529.7196655273438,0.1,2948.321533203125,256.8998107910156,1.174680233001709,5000.0,1000.0,10000.0,0.789348306157921,0.8057,0.7983,0.8003,0.8034,,,,,,,
0,3,1.6491552591323853,,0.8298,0.85,-5410.21435546875,-440.83892822265625,0.1,2514.11572265625,217.21002197265625,1.1682963371276855,5000.0,1000.0,10000.0,0.7395735020878949,0.8062,0.8289,0.8292,0.8281,,,,,,,
0,3,1.6176048517227173,,0.8102,0.823,-6090.3359375,-551.4226684570312,0.1,2794.167236328125,260.8160400390625,1.2663981914520264,5000.0,1000.0,10000.0,0.7031152825566787,0.7335,0.8073,0.8115,0.8119,,,,,,,
0,3,1.6629142761230469,,0.8237,0.844,-5593.81640625,-484.6499938964844,0.1,2575.748046875,233.9625396728516,1.2770421504974363,5000.0,1000.0,10000.0,0.7807180383537389,0.7924,0.8223,0.8248,0.8279,,,,,,,
0,3,1.656541347503662,,0.7976,0.814,-7075.47412109375,-595.0186157226562,0.1,3111.522705078125,285.0933532714844,1.2059340476989746,5000.0,1000.0,10000.0,0.6161587174180188,0.7911,0.7956,0.7948,0.7971,,,,,,,
0,3,1.6812353134155271,,0.793,0.816,-6762.50634765625,-580.234130859375,0.1,3003.641357421875,268.8406677246094,1.2516977787017822,5000.0,1000.0,10000.0,0.7617174300211894,0.796,0.796,0.791,0.7934,,,,,,,
0,3,1.6654672622680664,,0.8236,0.838,-6133.30908203125,-543.3067626953125,0.1,2680.09912109375,247.6846160888672,1.1992239952087402,5000.0,1000.0,10000.0,0.7299916314173348,0.7608,0.8235,0.8193,0.8203,,,,,,,
0,3,1.6664228439331057,,0.8152,0.832,-6613.68408203125,-545.7160034179688,0.1,2808.237548828125,255.0786590576172,1.212540626525879,5000.0,1000.0,10000.0,0.6927534492709969,0.7133,0.8177,0.8132,0.8132,,,,,,,
0,3,1.690006971359253,,0.8297,0.858,-5711.6279296875,-451.1708679199219,0.1,2545.76806640625,209.1104278564453,1.21075439453125,5000.0,1000.0,10000.0,0.9073517760144004,0.808,0.8273,0.8308,0.8312,,,,,,,
0,3,1.6489107608795166,,0.8234,0.84,-5847.7900390625,-462.32177734375,0.1,2635.05908203125,227.208740234375,1.2320621013641355,5000.0,1000.0,10000.0,0.7608858637417419,0.7692,0.8204,0.8226,0.8241,,,,,,,
0,3,1.6454412937164309,,0.8089,0.83,-7452.56298828125,-600.4446411132812,0.1,3016.692626953125,262.56695556640625,1.1618270874023438,5000.0,1000.0,10000.0,0.6680271802823755,0.8073,0.8078,0.8088,0.8094,,,,,,,
0,3,1.6491920948028564,,0.813,0.841,-6038.958984375,-494.8673095703125,0.1,2742.6591796875,236.6778259277344,1.282278537750244,5000.0,1000.0,10000.0,0.7475518078743657,0.7893,0.8123,0.8091,0.8121,,,,,,,
0,3,1.6560213565826416,,0.8064,0.837,-6045.8623046875,-480.0484924316406,0.1,2804.5068359375,240.1640472412109,1.0262055397033691,5000.0,1000.0,10000.0,0.6928753330360485,0.8085,0.8077,0.8026,0.8041,,,,,,,
0,3,1.670138597488403,,0.8035,0.821,-7343.08642578125,-653.9400634765625,0.1,3035.166748046875,277.8534240722656,1.0310356616973877,5000.0,1000.0,10000.0,0.7029317149633094,0.7783,0.8035,0.8053,0.8045,,,,,,,
0,3,1.6620995998382568,,0.7523,0.768,-10516.12109375,-883.1779174804688,0.1,4002.022705078125,370.0241088867188,1.1497836112976074,5000.0,1000.0,10000.0,0.9145788139180292,0.7867,0.7543,0.7504,0.7516,,,,,,,
0,3,1.658183217048645,,0.8282,0.853,-5654.017578125,-449.3147888183594,0.1,2556.034912109375,215.2102508544922,1.178553342819214,5000.0,1000.0,10000.0,0.8168218354635601,0.7822,0.8262,0.8284,0.8292,,,,,,,
0,3,1.6596293449401855,,0.8279,0.844,-5653.1220703125,-464.6495971679688,0.1,2572.3984375,225.07440185546875,1.2022271156311035,5000.0,1000.0,10000.0,0.743825480153289,0.7807,0.8285,0.8243,0.824,,,,,,,
0,3,1.6480581760406494,,0.8091,0.824,-6271.18994140625,-543.38037109375,0.1,2874.34130859375,264.6615600585937,1.1864895820617676,5000.0,1000.0,10000.0,0.7686225081546397,0.7745,0.8106,0.8063,0.8092,,,,,,,
0,3,1.6249538660049438,,0.8178,0.829,-5795.490234375,-500.9748840332031,0.1,2702.107421875,251.9112548828125,1.1718194484710691,5000.0,1000.0,10000.0,0.827101038603843,0.7728,0.8134,0.8192,0.821,,,,,,,
0,3,1.6492046117782593,,0.8334,0.846,-5306.646484375,-445.0976867675781,0.1,2472.087158203125,224.2592163085937,1.2448067665100098,5000.0,1000.0,10000.0,0.7473609338078318,0.8012,0.8323,0.83,0.8313,,,,,,,
0,3,1.6603449583053589,,0.8161,0.843,-5897.93505859375,-483.1623229980469,0.1,2674.292724609375,230.04981994628903,1.1919441223144531,5000.0,1000.0,10000.0,0.7685454714147351,0.7951,0.8158,0.8141,0.8132,,,,,,,
0,3,1.6898707151412964,,0.8162,0.838,-6714.31982421875,-549.1070556640625,0.1,2852.825927734375,242.3856964111328,1.1771690845489502,5000.0,1000.0,10000.0,0.8905579315710671,0.7891,0.8102,0.8165,0.817,,,,,,,
0,3,1.627742052078247,,0.8389,0.855,-5420.375,-451.0660400390625,0.1,2415.549560546875,209.48922729492188,1.184119701385498,5000.0,1000.0,10000.0,0.8043244654619242,0.7895,0.8367,0.8394,0.8385,,,,,,,
0,3,1.6531683206558228,,0.8118,0.828,-6028.85546875,-502.741455078125,0.1,2767.044189453125,243.6944732666016,1.1662888526916504,5000.0,1000.0,10000.0,0.703208597777765,0.8019,0.8065,0.816,0.8172,,,,,,,
0,3,1.6619532108306885,,0.8202,0.84,-5610.69384765625,-480.80084228515625,0.1,2604.177001953125,228.07791137695312,1.239285945892334,5000.0,1000.0,10000.0,0.6960062184665776,0.7938,0.8211,0.8162,0.8172,,,,,,,
0,3,1.6815838813781738,,0.8234,0.85,-5943.55126953125,-491.6380920410156,0.1,2663.398193359375,234.9005126953125,1.1843485832214355,5000.0,1000.0,10000.0,0.8756410732299467,0.7828,0.8239,0.8212,0.8218,,,,,,,
0,3,1.6447997093200684,,0.8103,0.826,-5941.71630859375,-510.0298461914063,0.1,2782.9501953125,252.00265502929688,1.1847658157348633,5000.0,1000.0,10000.0,0.7875812785534919,0.8133,0.8154,0.8034,0.8055,,,,,,,
0,3,1.626354694366455,,0.8049,0.821,-6266.51806640625,-539.2028198242188,0.1,2862.282470703125,259.4593200683594,1.2998387813568115,5000.0,1000.0,10000.0,0.69312049354179,0.7389,0.7999,0.8068,0.8055,,,,,,,
